,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
555,1,11,3,3,4,3,1,1,4,4,One
556,3,3,1,11,1,8,3,2,2,13,Zero
557,2,13,1,4,1,11,2,6,2,4,One
558,1,10,2,2,2,1,3,3,3,10,One
559,2,2,1,5,2,6,1,8,1,1,Zero
560,3,5,2,5,1,9,2,10,1,4,One
561,2,6,3,7,4,8,2,12,2,5,Zero
562,1,2,2,13,3,12,1,3,1,12,One
563,3,3,3,6,1,11,1,13,3,5,Zero
564,4,8,3,6,4,3,1,9,3,4,Zero
565,3,6,2,13,4,7,4,10,3,9,Zero
566,2,7,2,6,3,2,4,8,3,1,Zero
567,3,12,1,9,2,9,3,2,2,8,One
568,1,12,2,4,3,6,1,6,4,12,Two
569,3,6,1,3,3,13,4,11,4,13,One
570,3,1,4,13,2,6,3,7,4,8,Zero
571,3,9,2,12,3,3,1,7,4,3,One
572,3,6,3,1,2,13,4,7,3,5,Zero
573,3,4,2,11,3,6,3,1,4,10,Zero
574,2,12,3,9,2,11,1,11,1,5,One
575,2,4,2,6,4,12,1,5,4,13,Zero
576,1,13,1,1,1,12,4,8,4,4,Zero
577,3,6,3,13,4,6,3,11,4,10,One
578,4,2,1,8,4,10,4,7,3,5,Zero
579,3,7,1,6,3,2,3,11,2,8,Zero
580,4,1,1,4,4,11,2,4,2,10,One
581,1,1,1,9,4,9,3,6,3,1,Two
582,1,8,3,10,3,4,4,8,4,13,One
583,4,11,3,2,2,2,3,7,2,1,One
584,4,11,1,9,1,8,3,2,2,11,One
585,1,2,1,4,2,11,4,11,4,7,One
586,4,3,1,2,2,10,1,3,4,9,One
587,3,3,4,13,3,5,4,10,1,7,Zero
588,2,9,1,12,4,7,1,11,1,6,Zero
589,1,8,4,10,3,5,2,3,2,9,Zero
590,3,3,4,3,2,8,2,9,3,6,One
591,4,9,4,11,3,9,3,1,2,10,One
592,4,13,4,7,3,5,2,6,1,11,Zero
593,4,2,1,4,2,9,3,5,3,4,One
594,2,7,1,1,1,9,4,1,4,11,One
595,4,7,1,4,1,5,4,6,4,1,Zero
596,1,7,3,7,4,2,4,9,4,12,One
597,4,7,1,7,1,4,3,4,1,2,Two
598,4,13,3,6,2,6,2,13,4,2,Two
599,1,2,4,9,4,12,1,6,1,5,Zero
600,4,9,4,2,2,6,3,13,2,2,One
601,1,2,4,2,1,10,3,8,4,6,One
602,4,7,2,6,4,8,4,2,2,5,Zero
603,3,7,4,9,3,3,4,13,3,4,Zero
604,2,5,3,1,2,12,4,10,3,8,Zero
605,3,1,1,9,3,7,1,6,3,5,Zero
606,4,13,1,10,2,8,2,4,3,13,One
607,2,13,3,1,2,3,4,6,3,3,One
608,2,11,4,3,4,11,3,7,2,9,One
609,1,9,3,3,4,6,4,4,3,10,Zero
610,1,4,1,3,2,12,3,11,4,8,Zero
611,4,5,4,6,2,3,2,11,4,7,Zero
612,1,6,1,5,2,4,3,13,1,10,Zero
613,3,2,2,4,1,3,2,10,4,6,Zero
614,4,5,3,3,4,9,1,6,3,10,Zero
615,2,12,2,7,1,2,1,5,3,3,Zero
616,1,6,1,13,3,2,4,10,4,2,One
617,2,11,4,1,4,5,3,1,3,10,One
618,1,4,3,5,4,4,1,13,4,2,One
619,4,8,3,10,2,6,1,13,3,13,One
620,1,4,2,12,1,6,2,5,1,10,Zero
621,4,6,2,4,2,1,4,1,3,9,One
622,1,9,1,8,2,13,1,13,3,2,One
623,3,9,4,1,4,8,3,3,2,12,Zero
624,2,9,3,12,4,3,3,6,3,11,Zero
625,2,12,3,8,2,11,3,1,3,7,Zero
626,1,9,2,3,4,10,3,8,4,5,Zero
627,3,2,4,10,2,6,2,10,2,8,One
628,2,7,1,10,2,6,1,3,4,9,Zero
629,2,8,3,11,1,2,1,13,2,6,Zero
630,2,8,2,5,4,7,1,13,4,4,Zero
631,2,3,2,11,3,6,1,1,1,3,One
632,4,3,4,1,4,11,1,7,4,9,Zero
633,3,12,4,11,2,13,4,6,1,3,Zero
634,4,3,1,8,1,10,3,2,4,11,Zero
635,2,12,1,4,4,12,1,1,3,9,One
636,2,10,3,13,4,11,4,4,2,7,Zero
637,1,2,1,3,2,6,1,11,1,4,Zero
638,2,10,1,4,4,13,1,1,1,8,Zero
639,4,13,1,6,2,1,3,1,4,3,One
640,2,13,3,2,2,2,1,4,1,9,One
641,2,10,3,11,2,11,3,9,4,8,One
642,1,1,1,10,3,10,3,5,3,12,One
643,4,9,2,4,3,3,2,5,2,12,Zero
644,4,5,3,13,2,13,3,8,3,10,One
645,3,13,4,11,1,4,3,5,2,12,Zero
646,4,4,4,10,1,7,3,11,1,10,One
647,2,5,3,8,4,10,4,5,4,2,One
648,4,3,3,2,2,10,4,2,4,1,One
649,1,10,2,1,4,3,4,4,3,6,Zero
650,2,11,4,1,3,12,2,9,1,5,Zero
651,2,3,3,10,1,2,1,10,2,9,One
652,1,1,4,11,1,2,4,5,1,11,One
653,2,7,3,3,4,3,4,10,3,12,One
654,4,8,2,13,1,1,2,1,1,4,One
655,3,6,1,13,1,6,4,5,3,5,Two
656,2,13,1,8,1,9,3,7,4,7,One
657,2,7,2,13,4,7,2,11,1,10,One
658,4,12,1,9,4,3,4,9,3,11,One
659,2,6,2,9,2,13,4,8,1,11,Zero
660,2,6,1,4,2,11,3,3,1,7,Zero
661,2,1,3,5,4,1,3,9,4,5,Two
662,2,2,4,7,4,1,2,8,3,8,One
663,2,2,4,11,4,7,4,2,3,12,One
664,1,1,4,4,2,9,3,3,4,9,One
665,4,1,1,1,4,7,3,2,4,6,One
666,1,7,2,3,3,11,1,6,3,4,Zero
667,3,9,2,1,2,10,3,6,4,4,Zero
668,4,10,3,6,4,12,1,1,2,3,Zero
669,2,3,4,1,2,1,1,2,3,5,One
670,3,3,4,4,4,5,4,6,3,4,One
671,1,6,1,13,4,6,3,1,1,5,One
672,3,9,4,9,3,7,2,11,1,13,One
673,2,9,1,4,1,8,3,11,4,4,One
674,3,5,2,1,1,2,2,10,1,7,Zero
675,1,7,4,5,1,2,2,13,1,10,Zero
676,2,6,2,3,2,4,4,13,4,11,Zero
677,3,7,3,4,3,10,2,11,4,1,Zero
678,4,3,1,1,1,9,2,3,2,9,Two
679,1,5,2,7,1,4,2,1,4,13,Zero
680,4,1,2,2,4,10,2,10,3,3,One
681,1,12,2,6,2,11,3,13,3,10,Zero
682,4,4,4,7,1,5,3,9,3,2,Zero
683,1,7,3,3,3,10,3,11,3,2,Zero
684,4,13,2,7,4,12,3,10,1,10,One
685,1,4,3,9,1,11,2,3,4,10,Zero
686,1,8,1,7,2,10,2,4,3,4,One
687,1,13,1,12,1,3,4,8,4,5,Zero
688,1,11,2,7,3,9,1,12,2,4,Zero
689,3,13,3,3,1,11,2,11,2,4,One
690,3,11,1,2,1,8,1,7,2,1,Zero
691,1,13,4,11,3,7,2,1,2,12,Zero
692,2,2,4,11,3,5,1,10,4,12,Zero
693,1,7,3,6,1,1,4,6,4,10,One
694,2,11,3,13,1,2,3,12,2,4,Zero
695,2,5,3,13,2,7,3,12,1,4,Zero
696,1,12,2,13,4,5,3,1,2,3,Zero
697,3,2,2,6,2,3,2,4,4,2,One
698,3,5,1,12,2,13,3,8,3,12,One
699,1,3,4,1,1,8,1,5,4,2,Zero
700,4,13,1,5,3,2,3,3,2,4,Zero
701,3,4,2,10,4,9,2,9,4,8,One
702,4,12,1,10,3,2,4,6,1,2,One
703,3,3,4,3,3,5,4,5,1,12,Two
704,4,10,3,5,4,7,3,1,2,4,Zero
705,2,10,3,1,3,9,4,5,1,4,Zero
706,3,6,2,10,4,5,3,12,1,5,One
707,4,11,2,13,4,7,1,7,2,1,One
708,3,10,1,12,2,5,1,7,4,1,Zero
709,3,13,4,12,3,6,3,5,3,1,Zero
710,2,12,2,11,4,5,4,3,1,4,Zero
711,1,2,3,7,1,11,1,1,2,10,Zero
712,4,10,3,11,1,4,1,5,4,12,Zero
713,1,11,4,1,1,12,4,12,3,2,One
714,4,7,2,12,3,3,1,8,1,7,One
715,4,12,2,2,3,7,4,3,1,5,Zero
716,2,5,4,1,2,10,4,13,3,9,Zero
717,1,3,2,10,4,13,1,8,4,6,Zero
718,1,13,1,7,3,6,3,11,3,10,Zero
719,3,1,3,8,1,10,1,6,1,2,Zero
720,2,8,1,12,4,7,4,2,1,8,One
721,1,8,4,3,2,1,4,7,1,2,Zero
722,4,9,4,4,2,13,1,9,3,4,Two
723,4,13,1,9,1,12,2,13,3,3,One
724,3,5,3,8,1,10,3,9,4,3,Zero
725,3,4,2,7,2,13,2,3,1,9,Zero
726,4,5,2,12,4,13,1,10,3,5,One
727,2,11,1,8,2,10,4,5,2,9,Zero
728,4,6,3,11,4,7,4,4,1,11,One
729,2,5,4,1,1,8,2,6,4,4,Zero
730,2,2,1,2,3,8,2,8,2,13,Two
731,3,6,4,3,3,4,2,3,3,7,One
732,1,10,3,10,2,9,3,4,3,13,One
733,1,6,2,1,3,9,4,8,4,1,One
734,1,11,1,7,2,2,4,7,2,13,One
735,4,6,3,7,2,2,4,1,2,5,Zero
736,3,8,4,2,3,3,4,8,3,11,One
737,3,10,1,12,4,2,4,8,4,4,Zero
738,2,13,2,5,4,11,3,4,1,11,One
739,2,8,3,2,1,3,3,4,1,13,Zero
740,1,8,2,2,2,4,4,2,1,2,Three
741,1,4,4,7,3,8,2,9,3,6,Zero
742,3,11,4,10,4,9,1,2,4,1,Zero
743,2,9,4,4,4,12,4,10,3,13,Zero
744,3,12,2,7,3,13,2,9,2,11,Zero
745,2,12,4,3,3,4,3,9,3,5,Zero
746,3,3,1,10,4,8,4,6,2,8,One
747,2,3,1,4,4,8,4,11,3,5,Zero
748,3,9,3,13,3,4,4,8,4,2,Zero
749,3,10,4,3,4,5,4,7,2,5,One
750,2,8,2,5,4,3,4,5,1,8,Two
751,4,5,3,8,3,1,1,8,1,11,One
752,3,10,2,1,4,10,2,5,3,4,One
753,3,2,1,6,1,9,4,7,4,13,Zero
754,3,9,2,11,3,1,2,6,4,13,Zero
755,1,1,2,10,2,1,2,9,3,2,One
756,1,5,2,7,1,3,1,4,2,8,Zero
757,1,6,1,1,4,5,1,11,2,5,One
758,1,12,2,7,2,10,1,11,2,4,Zero
759,1,1,4,13,3,10,2,13,2,7,One
760,2,12,2,3,4,3,3,3,1,5,Three
761,2,13,3,9,1,12,3,11,2,4,Zero
762,4,2,3,1,4,7,3,13,3,12,Zero
763,2,1,3,7,1,5,4,2,3,4,Zero
764,2,5,2,13,4,12,3,9,4,5,One
765,1,2,4,9,4,1,1,6,3,8,Zero
766,3,6,4,1,1,5,3,10,2,10,One
767,1,6,4,11,2,10,4,4,4,13,Zero
768,2,7,4,9,2,4,1,11,3,5,Zero
769,3,10,2,1,2,12,4,1,3,4,One
770,2,3,1,10,1,7,2,9,1,5,Zero
771,2,8,1,5,1,11,3,11,2,13,One
772,2,1,3,5,4,6,4,3,3,10,Zero
773,3,13,1,9,1,3,2,13,3,3,Two
774,2,3,3,9,1,8,2,6,1,6,One
775,2,5,2,4,1,5,1,1,4,9,One
776,3,4,2,3,4,8,3,12,2,1,Zero
777,3,12,4,11,2,10,2,3,2,9,Zero
778,4,11,1,3,4,1,2,7,3,5,Zero
779,2,8,3,6,2,4,3,11,1,4,One
780,1,8,2,8,2,6,1,13,4,12,One
781,4,6,2,9,4,2,3,11,4,1,Zero
782,4,6,1,9,1,6,2,8,3,4,One
783,4,13,4,1,2,7,3,7,1,10,One
784,4,2,4,8,2,9,1,13,4,3,Zero
785,3,4,4,6,3,12,2,11,1,9,Zero
786,2,6,4,9,4,4,3,5,1,8,Zero
787,4,2,1,5,4,6,1,8,1,3,Zero
788,3,6,3,10,1,8,4,1,1,1,One
789,1,10,1,13,1,12,4,4,2,3,Zero
790,3,13,3,9,4,1,4,8,4,12,Zero
791,1,5,4,9,2,1,2,2,2,7,Zero
792,1,10,1,5,3,13,1,8,2,12,Zero
793,1,1,3,5,1,5,1,4,2,6,One
794,4,6,2,3,2,7,2,4,2,12,Zero
795,3,7,1,5,2,10,1,1,3,4,Zero
796,4,11,1,4,3,6,2,3,3,8,Zero
797,2,1,3,12,1,9,2,6,3,2,Zero
798,1,13,2,5,4,2,1,6,3,1,Zero
799,1,3,1,2,2,1,4,7,4,9,Zero
800,1,3,1,10,2,12,1,6,4,7,Zero
801,4,11,4,2,4,7,4,13,2,3,Zero
802,2,9,4,2,4,8,4,6,2,8,One
803,1,11,3,10,3,4,1,7,3,5,Zero
804,4,8,3,4,1,7,3,8,1,2,One
805,2,1,3,4,4,1,2,9,3,8,One
806,4,1,2,13,4,8,2,1,1,3,One
807,4,3,4,4,1,2,3,8,2,1,Zero
808,4,12,2,5,3,5,2,4,2,13,One
809,2,2,4,7,3,2,1,9,1,5,One
810,1,7,3,7,1,6,4,13,4,8,One
811,3,3,2,3,1,12,4,5,2,8,One
812,2,9,4,13,4,12,4,2,2,3,Zero
813,1,11,4,11,2,4,3,11,3,9,Three
814,4,4,4,2,1,6,1,11,1,1,Zero
815,3,2,1,6,2,11,4,3,2,10,Zero
816,2,9,4,13,3,8,2,6,4,1,Zero
817,2,13,2,12,2,2,2,8,4,3,Zero
818,2,2,2,8,3,4,4,1,2,4,One
819,3,1,1,11,3,9,2,9,2,1,Two
820,2,3,1,12,1,8,1,13,2,7,Zero
821,1,10,2,12,3,2,3,8,2,11,Zero
822,1,3,1,12,3,10,2,2,3,6,Zero
823,2,10,1,11,4,5,3,3,4,12,Zero
824,1,8,3,11,1,5,2,8,4,9,One
825,2,3,1,1,3,13,4,10,4,2,Zero
826,2,7,1,10,4,10,2,12,2,10,Three
827,3,12,4,4,3,8,4,5,2,8,One
828,4,1,3,13,1,13,2,2,4,12,One
829,4,11,4,2,1,3,4,1,1,6,Zero
830,3,6,2,8,1,3,1,8,4,6,Two
831,2,2,4,10,1,13,2,11,1,4,Zero
832,3,1,3,4,1,13,4,9,2,1,One
833,2,6,3,1,2,1,3,2,2,8,One
834,3,7,1,3,3,3,2,3,4,11,Three
835,3,1,3,12,2,4,4,8,1,1,One
836,1,10,3,9,1,11,3,3,3,4,Zero
837,2,11,1,8,1,7,1,1,1,5,Zero
838,1,4,2,6,1,8,3,11,3,2,Zero
839,2,9,3,8,2,4,3,2,2,13,Zero
840,2,5,2,7,4,7,4,9,3,3,One
841,2,9,1,7,3,2,4,12,3,7,One
842,4,2,2,1,3,4,4,1,1,8,One
843,4,1,4,4,4,10,1,8,3,9,Zero
844,1,11,3,8,2,12,4,4,1,12,One
845,1,12,2,11,2,13,4,4,3,2,Zero
846,1,7,4,3,4,12,4,8,4,11,Zero
847,3,10,1,2,4,12,4,6,3,5,Zero
848,3,8,4,9,2,3,4,8,4,3,Two
849,1,10,3,9,3,2,1,7,1,1,Zero
850,3,5,2,8,1,12,3,1,1,5,One
851,3,1,4,12,2,9,3,12,2,11,One
852,4,3,3,6,4,9,3,13,2,12,Zero
853,3,6,4,8,1,1,3,4,1,5,Zero
854,1,9,2,12,3,10,3,12,2,4,One
855,2,1,2,2,4,4,3,1,1,2,Two
856,2,12,2,7,3,3,2,4,2,2,Zero
857,4,5,3,2,1,10,4,9,2,12,Zero
858,2,11,3,13,2,9,3,12,4,8,Zero
859,2,1,1,7,2,9,1,3,4,11,Zero
860,4,9,3,9,2,1,3,8,3,7,One
861,1,8,4,5,4,3,3,5,4,6,One
862,4,4,3,4,2,10,2,12,1,12,Two
863,1,6,4,12,1,3,1,10,1,5,Zero
864,4,13,4,11,2,10,1,13,4,8,One
865,1,5,1,6,3,11,2,11,4,11,Three
866,3,8,3,9,3,10,4,13,4,4,Zero
867,2,4,2,6,1,9,3,11,3,4,One
868,1,9,4,7,2,8,4,2,3,10,Zero
869,1,6,3,6,4,9,3,7,1,2,One
870,1,2,4,10,1,11,1,6,1,12,Zero
871,2,10,4,12,3,7,1,2,2,12,One
872,1,6,1,5,1,1,4,10,3,10,One
873,4,5,4,6,2,9,4,4,3,13,Zero
874,3,11,3,7,1,8,1,7,2,10,One
875,3,1,2,1,1,1,3,5,3,13,Three
876,3,8,2,9,3,2,1,5,4,2,One
877,1,3,1,13,4,12,2,7,3,8,Zero
878,4,3,3,12,2,2,2,8,4,5,Zero
879,1,1,1,4,3,11,4,8,1,12,Zero
880,1,9,2,7,2,3,1,8,3,10,Zero
881,3,1,1,9,3,8,4,12,1,3,Zero
882,1,6,3,3,1,10,3,9,1,8,Zero
883,2,3,4,12,2,4,2,12,1,5,One
884,3,11,4,4,4,12,2,10,3,1,Zero
885,4,7,2,2,3,5,1,9,2,8,Zero
886,3,1,1,4,3,5,1,7,4,12,Zero
887,1,12,4,7,3,4,1,4,3,2,One
888,2,2,3,12,3,2,1,2,2,1,Three
889,2,13,4,12,4,13,1,7,4,8,One
890,2,3,4,11,3,5,3,9,2,11,One
891,3,11,4,7,4,13,1,7,3,2,One
892,2,9,4,4,4,2,4,8,3,3,Zero
893,2,6,2,7,4,2,1,9,2,1,Zero
894,3,2,3,3,1,6,3,13,4,13,One
895,4,5,3,11,2,1,4,3,4,2,Zero
896,1,13,3,2,4,11,1,6,4,10,Zero
897,4,13,2,13,4,6,1,4,3,12,One
898,1,13,4,3,2,9,2,6,4,13,One
899,1,12,4,4,4,11,3,4,4,5,One
900,2,3,3,3,3,10,2,12,3,4,One
901,1,2,4,12,1,1,2,4,3,9,Zero
902,2,8,2,6,4,4,1,10,4,7,Zero
903,3,9,4,1,4,9,3,8,1,13,One
904,4,7,3,5,2,3,1,4,4,13,Zero
905,3,5,3,10,4,5,2,11,2,7,One
906,3,2,4,9,4,8,3,12,2,11,Zero
907,2,11,2,8,2,6,2,5,4,13,Zero
908,2,7,2,13,3,1,1,12,1,2,Zero
909,4,2,1,10,3,2,1,3,3,5,One
910,4,8,3,3,1,1,3,9,3,6,Zero
911,1,9,2,13,3,5,3,3,2,8,Zero
912,4,3,4,4,3,4,1,8,2,7,One
913,1,12,1,13,3,12,4,1,4,3,One
914,4,10,1,6,1,5,2,5,2,7,One
915,1,3,2,3,2,8,3,4,4,7,One
916,3,1,3,5,2,1,1,3,1,5,Two
917,2,5,3,9,2,12,2,7,1,9,One
918,2,5,1,8,4,1,4,13,1,7,Zero
919,1,8,1,12,2,5,4,5,1,3,One
920,1,2,1,7,4,8,2,13,3,4,Zero
921,1,9,3,6,3,12,1,8,1,4,Zero
922,3,7,2,10,1,11,3,8,3,5,Zero
923,2,10,4,5,2,9,2,13,2,11,Zero
924,2,13,3,1,4,1,3,6,1,9,One
925,1,8,4,7,3,10,2,1,4,4,Zero
926,3,11,3,13,1,10,1,12,1,7,Zero
927,2,5,3,3,3,4,2,10,4,9,Zero
928,1,12,3,10,4,12,4,7,1,5,One
929,3,11,1,10,4,5,1,11,4,11,Three
930,2,10,1,3,1,7,4,13,2,1,Zero
931,4,7,1,8,3,5,3,12,3,6,Zero
932,2,13,2,9,4,10,2,4,2,1,Zero
933,4,6,1,5,1,7,2,12,1,3,Zero
934,2,12,1,8,4,11,1,3,3,12,One
935,3,11,4,10,2,8,3,6,1,10,One
936,3,7,2,11,4,12,3,10,3,13,Zero
937,3,3,1,1,4,4,1,3,2,9,One
938,4,12,4,8,3,11,4,3,1,4,Zero
939,1,5,2,4,2,11,1,6,1,11,One
940,1,7,2,13,3,7,4,5,2,8,One
941,3,11,4,5,4,3,2,4,1,3,One
942,4,3,2,5,4,6,1,2,2,2,One
943,2,12,1,4,1,5,3,5,1,10,One
944,3,4,2,13,3,5,4,11,4,4,One
945,2,8,3,6,2,3,2,9,1,8,One
946,3,8,3,13,2,3,1,8,4,8,Three
947,3,12,4,7,2,9,3,10,3,3,Zero
948,4,7,4,5,2,9,3,8,1,5,One
949,3,1,1,11,3,12,4,1,3,4,One
950,4,6,1,11,3,5,2,2,1,1,Zero
951,1,2,2,2,3,1,4,13,3,8,One
952,4,3,4,6,2,13,2,12,4,4,Zero
953,1,5,2,11,1,9,1,8,3,11,One
954,1,6,3,11,4,1,2,9,4,6,One
955,3,3,1,3,4,9,1,9,1,4,Two
956,3,4,3,6,4,3,4,6,4,5,One
957,3,4,4,7,4,11,4,3,4,12,Zero
958,1,2,1,1,3,10,1,13,3,4,Zero
959,1,13,2,6,3,2,3,7,4,7,One
960,1,13,2,11,4,2,2,8,4,3,Zero
961,3,3,1,12,4,3,3,13,1,13,Two
962,3,3,3,5,2,1,2,12,4,11,Zero
963,2,3,4,2,1,1,1,8,2,6,Zero
964,3,1,2,9,4,1,1,3,3,10,One
965,1,8,4,2,3,11,2,6,3,2,One
966,2,5,3,12,4,3,1,4,4,2,Zero
967,3,12,1,2,1,5,2,10,2,2,One
968,2,4,2,1,3,6,2,2,4,9,Zero
969,3,12,4,1,2,8,4,5,4,4,Zero
970,4,13,4,11,1,12,1,1,1,8,Zero
971,4,4,4,3,2,1,3,12,3,9,Zero
972,4,8,1,2,4,9,3,3,4,11,Zero
973,2,7,2,6,3,4,4,1,4,10,Zero
974,2,1,2,10,1,12,3,8,2,5,Zero
975,3,7,3,2,1,3,4,8,2,4,Zero
976,4,10,3,13,1,3,4,11,2,2,Zero
977,1,4,4,9,2,12,1,7,1,12,One
978,3,6,3,2,4,8,4,7,4,10,Zero
979,4,12,1,6,3,2,2,7,1,9,Zero
980,2,9,3,11,4,4,1,4,2,12,One
981,3,13,2,12,2,8,2,6,1,2,Zero
982,3,5,3,6,2,4,2,13,1,13,One
983,2,3,3,8,1,2,3,7,4,13,Zero
984,3,6,4,2,3,7,1,6,2,5,One
985,1,4,3,10,2,12,2,1,4,1,One
986,1,10,1,1,3,5,4,4,4,6,Zero
987,3,4,2,3,1,4,4,4,4,8,Three
988,3,13,3,5,4,8,3,6,1,11,Zero
989,1,6,2,11,3,3,2,10,3,10,One
990,1,8,1,2,2,6,2,11,3,1,Zero
991,3,8,1,1,3,4,2,4,1,7,One
992,3,1,4,9,2,9,4,4,1,3,One
993,4,3,1,13,4,8,4,11,1,7,Zero
994,3,11,2,13,1,8,1,11,2,3,One
995,2,2,2,5,3,12,3,9,4,4,Zero
996,1,7,3,9,3,6,2,12,1,12,One
997,4,9,2,7,3,5,4,2,1,1,Zero
998,1,12,2,10,4,13,1,11,4,9,Four
999,3,9,3,4,4,6,3,3,2,8,Zero
1000,4,10,1,3,3,6,4,3,1,7,One
1001,1,2,2,8,2,11,1,8,3,7,One
1002,4,6,1,2,4,8,4,9,1,1,Zero
1003,1,5,3,8,2,13,1,8,1,1,One
1004,1,4,1,6,1,9,3,11,4,1,Zero
1005,4,7,3,11,2,4,4,10,4,9,Zero
1006,3,3,1,2,4,6,3,1,4,10,Zero
1007,1,1,2,7,1,5,3,7,4,5,Two
1008,3,4,4,1,3,3,1,2,2,8,Zero
1009,3,2,2,8,4,10,2,5,1,13,Zero
1010,2,5,3,2,1,2,2,7,1,5,Two
1011,4,8,3,2,1,12,3,13,3,5,Zero
1012,2,12,4,4,3,4,2,2,3,3,One
1013,4,4,1,13,3,7,4,2,2,2,One
1014,4,11,2,3,1,12,4,6,2,2,Zero
1015,2,6,1,13,4,5,2,2,4,9,Zero
1016,4,5,4,6,2,3,1,4,1,9,Zero
1017,2,9,1,12,4,12,1,2,3,9,Two
1018,1,10,4,5,1,1,2,11,4,3,Zero
1019,2,5,1,2,3,2,4,10,3,5,Two
1020,3,9,1,7,4,4,2,5,1,8,Zero
1021,2,8,3,11,1,8,4,8,3,1,Three
1022,2,7,1,5,1,12,3,3,3,10,Zero
1023,2,8,1,7,3,8,1,6,4,1,One
1024,3,2,3,4,2,12,4,3,3,5,Zero
1025,1,7,2,9,1,1,4,12,4,9,One
1026,2,7,1,1,4,6,2,1,2,11,One
1027,3,11,3,1,1,9,1,5,2,9,One
1028,2,8,3,13,4,6,1,3,1,10,Zero
1029,2,3,2,4,4,13,3,12,4,9,Zero
1030,4,13,3,6,2,7,2,4,2,5,Zero
1031,1,1,4,10,4,6,2,3,3,4,Zero
1032,1,10,3,6,1,8,1,4,1,7,Zero
1033,2,8,1,13,3,3,4,3,2,7,One
1034,4,11,2,4,4,5,4,7,4,3,Zero
1035,3,1,4,10,3,11,4,2,4,12,Zero
1036,2,6,3,8,4,10,2,13,1,3,Zero
1037,4,2,4,1,4,4,3,9,2,4,One
1038,3,13,1,9,4,6,3,9,3,7,One
1039,3,3,1,13,3,9,2,7,3,4,Zero
1040,3,2,1,7,3,13,4,6,4,3,Zero
1041,4,8,4,10,3,7,1,12,1,8,One
1042,2,12,3,3,1,7,3,6,4,12,One
1043,2,11,2,1,4,5,4,1,3,7,One
1044,4,5,1,8,2,12,1,12,1,13,One
1045,3,10,1,13,4,9,4,3,1,12,Zero
1046,1,2,1,8,4,13,4,4,4,5,Zero
1047,4,3,2,8,3,7,3,3,2,9,One
1048,2,10,1,12,1,5,3,9,2,12,One
1049,1,4,2,1,3,2,2,12,1,3,Zero
1050,1,5,1,1,3,9,1,12,2,6,Zero
1051,3,1,2,1,4,8,3,6,2,12,One
1052,3,3,3,8,3,6,3,11,4,7,Zero
1053,1,13,2,7,4,6,3,12,3,9,Zero
1054,2,7,3,3,3,13,1,8,2,3,One
1055,1,5,4,8,3,2,3,11,4,2,One
1056,3,1,4,7,2,6,1,10,2,4,Zero
1057,2,8,1,11,1,12,2,6,4,4,Zero
1058,2,4,1,1,1,8,2,11,2,12,Zero
1059,1,11,3,12,2,11,1,1,2,6,One
1060,4,8,3,7,2,5,4,9,4,7,One
1061,1,6,1,5,4,2,4,11,3,12,Zero
1062,3,1,4,5,2,10,2,5,2,1,Two
1063,4,13,2,9,2,1,4,8,2,6,Zero
1064,2,10,3,10,4,1,1,3,2,3,Two
1065,2,5,2,2,1,8,1,4,1,11,Zero
1066,3,4,4,13,2,2,2,13,4,1,One
1067,4,7,4,3,4,11,3,13,2,10,Zero
1068,1,2,2,1,2,13,2,9,3,7,Zero
1069,2,13,2,11,4,9,4,2,1,7,Zero
1070,2,9,2,5,4,5,4,8,2,8,Two
1071,2,13,1,2,2,4,3,8,1,6,Zero
1072,3,2,3,7,1,5,3,9,1,4,Zero
1073,1,8,4,9,2,1,4,4,2,11,Zero
1074,1,13,2,1,3,1,1,7,2,2,One
1075,4,12,2,6,1,9,4,10,2,3,Zero
1076,1,7,3,1,3,10,4,8,3,13,Zero
1077,4,4,2,8,2,2,2,10,1,9,Zero
1078,2,10,4,1,4,11,2,12,1,10,One
1079,4,5,1,4,1,6,2,11,1,9,Zero
1080,3,5,3,12,3,9,2,11,2,7,Zero
1081,1,7,2,2,4,2,1,3,3,3,Two
1082,3,8,2,1,1,13,1,8,1,1,Two
1083,1,10,3,7,3,1,2,7,3,5,One
1084,2,9,1,4,2,2,2,11,2,13,Zero
1085,1,3,2,5,3,5,2,3,2,4,Two
1086,4,2,4,4,1,5,4,10,3,3,Zero
1087,3,11,4,4,3,9,2,9,1,12,One
1088,2,12,1,3,3,9,2,10,2,1,Zero
1089,1,7,1,8,3,1,4,6,2,8,One
1090,3,5,3,4,1,8,3,8,2,6,One
1091,2,4,2,1,1,5,2,2,3,5,One
1092,1,10,4,2,2,11,3,7,2,8,Zero
1093,4,6,1,10,2,1,1,2,3,8,Zero
1094,4,8,1,10,1,5,2,13,1,9,Zero
1095,2,9,4,12,3,4,4,3,4,8,Zero
1096,3,8,4,10,2,12,1,4,3,2,Zero
1097,2,11,4,8,2,5,1,6,2,12,Zero
1098,3,5,2,7,1,5,2,3,3,7,Two
1099,3,6,2,6,3,13,3,10,3,2,One
1100,1,4,3,9,2,12,4,10,2,7,Zero
1101,4,7,2,8,1,10,3,1,3,9,Zero
1102,2,7,1,4,2,1,4,7,4,10,One
1103,1,9,1,11,3,3,3,1,3,12,Zero
1104,2,7,1,4,1,5,4,12,4,5,One
1105,4,11,1,13,4,1,4,10,4,2,Zero
